source_id	original_url_or_path	source_type	title_or_subject	date	evidence_status	currentness	new_route	new_section_or_record	treatment	reason	implemented	verified
FILE-245	02-collect/assets/official-site-images/restricted-child-rights/ASSET-245--IMG_3522.jpg	image/jpeg	ASSET-245: Documentation and children’s thinking — cropped child drawing and hand documentation image	Current newsletter index; underlying image date unstated	Historical evidence	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-246	02-collect/assets/official-site-images/restricted-child-rights/ASSET-246--IMG_8881.jpg	image/jpeg	ASSET-246: Outdoor/place-based learning — cow standing in a field	Baby Cow/historical story context, approximately 2022–24	Historical evidence	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-247	02-collect/assets/official-site-images/restricted-child-rights/ASSET-247--collage_export_90DA45D6-2EF8-4A13-AF85-B54AA4A7D85A.jpg	image/jpeg	ASSET-247: Outdoor/place-based learning — collage of children’s nature observations	Current summer page; image date unstated	Historical evidence	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-248	02-collect/assets/official-site-images/restricted-child-rights/ASSET-250--IMG_2185.jpg	image/jpeg	ASSET-250: Outdoor/place-based learning — child and adult holding hands outdoors	Current belonging page; image date unstated	Historical evidence	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-249	02-collect/assets/official-site-images/restricted-child-rights/ASSET-251--IMG_7240.jpg	image/jpeg	ASSET-251: Outdoor/place-based learning — children moving through a sunlit meadow	Current/homepage reuse of October 2023 image	Historical evidence	dated-or-historical			duplicate	Duplicate of 02-collect/assets/official-site-images/restricted-child-rights/ASSET-129--IMG_7240.jpg; represented once through the controlling record.	yes	yes
FILE-250	02-collect/assets/official-site-images/restricted-child-rights/ASSET-252--FB2E3C46-D539-467D-822B-5258D1358EED.jpg	image/jpeg	ASSET-252: Studio/project learning — educator and children in an art studio	Year End Report 2021	Historical evidence	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-251	02-collect/assets/official-site-images/restricted-child-rights/ASSET-253--IMG_3859.jpg	image/jpeg	ASSET-253: Outdoor/place-based learning — children collaborating outdoors with translucent tiles	Current-page asset; file/image date mostly unstated	Historical evidence	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-252	02-collect/assets/official-site-images/restricted-child-rights/ASSET-254--IMG_0683.jpg	image/jpeg	ASSET-254: Documentation and children’s thinking — child drawing from a photographic reference	Current-page asset; file/image date mostly unstated	Historical evidence	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-253	02-collect/assets/official-site-images/restricted-child-rights/ASSET-255--IMG_8056.jpg	image/jpeg	ASSET-255: Educator learning — educators participating in professional learning	Current-page asset; file/image date mostly unstated	Historical evidence	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-254	02-collect/assets/official-site-images/restricted-child-rights/ASSET-256--Photoroom_20250127_211517.jpg	image/jpeg	ASSET-256: Studio/project learning — inclusive wooden figures inside house forms	Current-page asset; file/image date mostly unstated	Historical evidence	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-255	02-collect/assets/official-site-images/restricted-child-rights/ASSET-257--Screen-Shot-2025-06-06-at-12.09.44-PM.png	image/png	ASSET-257: Documentation and children’s thinking — screenshot of a dated letter or public statement	Current-page asset; file/image date mostly unstated	Historical evidence	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-256	02-collect/assets/official-site-images/restricted-child-rights/ASSET-259--FullSizeRender.jpg	image/jpeg	ASSET-259: Documentation and children’s thinking — child drawing of an inclusive community storefront	Inclusion/equity article context, approximately 2024	Historical evidence	dated-or-historical			duplicate	Duplicate of 02-collect/assets/official-site-images/restricted-child-rights/ASSET-224--FullSizeRender.jpg; represented once through the controlling record.	yes	yes
FILE-257	02-collect/assets/official-site-images/restricted-child-rights/ASSET-263--Photoroom_20240604_141150.jpg	image/jpeg	ASSET-263: Studio/project learning — three adults connected to inclusion/equity work	Inclusion/equity article context, approximately 2024	Historical evidence	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-258	02-collect/assets/official-site-images/restricted-child-rights/ASSET-264--IMG_4401.jpg	image/jpeg	ASSET-264: Outdoor/place-based learning — children drawing outdoors on the campus deck	Current-page asset; file/image date mostly unstated	Historical evidence	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-259	02-collect/assets/official-site-images/restricted-child-rights/ASSET-265--IMG_3890.jpg	image/jpeg	ASSET-265: Studio/project learning — collage of Kindergarten learning dispositions	Current-page asset; file/image date mostly unstated	Historical evidence	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-260	02-collect/assets/official-site-images/restricted-child-rights/ASSET-266--fullsizeoutput_10d8.jpg	image/jpeg	ASSET-266: Educator learning — professional-development group portrait	Duplicate reuse of archive/current-page imagery	Historical evidence	dated-or-historical			duplicate	Duplicate of 02-collect/assets/official-site-images/restricted-child-rights/ASSET-017--fullsizeoutput_10d8.jpg; represented once through the controlling record.	yes	yes
FILE-261	02-collect/assets/official-site-images/restricted-child-rights/ASSET-267--119641759_3713752725301412_6149950435623913334_o.jpg	image/jpeg	ASSET-267: Studio/project learning — children collaborating in a studio classroom	Duplicate reuse of archive/current-page imagery	Historical evidence	dated-or-historical			duplicate	Duplicate of 02-collect/assets/official-site-images/restricted-child-rights/ASSET-012--119641759_3713752725301412_6149950435623913334_o.jpg; represented once through the controlling record.	yes	yes
FILE-262	02-collect/assets/official-site-images/restricted-child-rights/ASSET-268--IMG_0567.jpg	image/jpeg	ASSET-268: Outdoor/place-based learning — teacher leading children across an open field	Duplicate reuse of archive/current-page imagery	Historical evidence	dated-or-historical			duplicate	Duplicate of 02-collect/assets/official-site-images/restricted-child-rights/ASSET-015--IMG_0567.jpg; represented once through the controlling record.	yes	yes
FILE-263	02-collect/assets/official-site-images/restricted-child-rights/ASSET-269--pasted-image-0.jpg	image/jpeg	ASSET-269: Studio/project learning — masked staff and child at a former-site setting	Duplicate reuse of archive/current-page imagery	Historical evidence	dated-or-historical			duplicate	Duplicate of 02-collect/assets/official-site-images/restricted-child-rights/ASSET-019--pasted-image-0.jpg; represented once through the controlling record.	yes	yes
FILE-264	02-collect/assets/official-site-images/restricted-child-rights/ASSET-270--478997_624519357558113_1511819515_o.jpg	image/jpeg	ASSET-270: Documentation and children’s thinking — handwritten learning-documentation note	Duplicate reuse of archive/current-page imagery	Historical evidence	dated-or-historical			duplicate	Duplicate of 02-collect/assets/official-site-images/restricted-child-rights/ASSET-020--478997_624519357558113_1511819515_o.jpg; represented once through the controlling record.	yes	yes
FILE-265	02-collect/assets/official-site-images/restricted-child-rights/ASSET-271--Facebook-Post-281-29.jpg	image/jpeg	ASSET-271: Historical program promotion — dated 2021–22 Kindergarten enrollment graphic	Duplicate reuse of archive/current-page imagery	Historical evidence	dated-or-historical			duplicate	Duplicate of 02-collect/assets/official-site-images/restricted-child-rights/ASSET-023--Facebook-Post-281-29.jpg; represented once through the controlling record.	yes	yes
FILE-266	02-collect/assets/official-site-images/restricted-child-rights/ASSET-272--IMG_4258.jpg	image/jpeg	ASSET-272: Studio/project learning — children collaborating with open-ended materials	Duplicate reuse of archive/current-page imagery	Historical evidence	dated-or-historical			duplicate	Duplicate of 02-collect/assets/official-site-images/restricted-child-rights/ASSET-032--IMG_4258.jpg; represented once through the controlling record.	yes	yes
FILE-267	02-collect/assets/official-site-images/restricted-child-rights/ASSET-273--IMG_4818.jpg	image/jpeg	ASSET-273: Documentation and children’s thinking — family and community photographs displayed together	Duplicate reuse of archive/current-page imagery	Historical evidence	dated-or-historical			duplicate	Duplicate of 02-collect/assets/official-site-images/restricted-child-rights/ASSET-086--IMG_4818.jpg; represented once through the controlling record.	yes	yes
FILE-268	02-collect/assets/official-site-images/restricted-child-rights/ASSET-274--IMG_7240.jpg	image/jpeg	ASSET-274: Outdoor/place-based learning — children moving through a sunlit meadow	Duplicate reuse of archive/current-page imagery	Historical evidence	dated-or-historical			duplicate	Duplicate of 02-collect/assets/official-site-images/restricted-child-rights/ASSET-129--IMG_7240.jpg; represented once through the controlling record.	yes	yes
FILE-269	02-collect/assets/official-site-images/restricted-child-rights/ASSET-275--IMG_8883.jpg	image/jpeg	ASSET-275: Studio/project learning — children collaborating with clay and loose parts	Duplicate reuse of archive/current-page imagery	Historical evidence	dated-or-historical			duplicate	Duplicate of 02-collect/assets/official-site-images/restricted-child-rights/ASSET-139--IMG_8883.jpg; represented once through the controlling record.	yes	yes
FILE-270	02-collect/assets/official-site-images/restricted-child-rights/ASSET-276--IMG_2361.jpg	image/jpeg	ASSET-276: Documentation and children’s thinking — documentation panel connecting process and products	Duplicate reuse of archive/current-page imagery	Historical evidence	dated-or-historical			duplicate	Duplicate of 02-collect/assets/official-site-images/restricted-child-rights/ASSET-144--IMG_2361.jpg; represented once through the controlling record.	yes	yes
FILE-271	02-collect/assets/official-site-images/restricted-child-rights/ASSET-277--FB2E3C46-D539-467D-822B-5258D1358EED.jpg	image/jpeg	ASSET-277: Studio/project learning — educator and children in an art studio	Duplicate reuse of archive/current-page imagery	Historical evidence	dated-or-historical			duplicate	Duplicate of 02-collect/assets/official-site-images/restricted-child-rights/ASSET-252--FB2E3C46-D539-467D-822B-5258D1358EED.jpg; represented once through the controlling record.	yes	yes
FILE-272	02-collect/assets/official-site-images/restricted-child-rights/ASSET-278--IMG_4401.jpg	image/jpeg	ASSET-278: Outdoor/place-based learning — children drawing outdoors on the campus deck	Duplicate reuse of archive/current-page imagery	Historical evidence	dated-or-historical			duplicate	Duplicate of 02-collect/assets/official-site-images/restricted-child-rights/ASSET-264--IMG_4401.jpg; represented once through the controlling record.	yes	yes
FILE-273	02-collect/assets/official-site-images/restricted-child-rights/ASSET-279--PhotoRoom_20240124_114530.jpg	image/jpeg	ASSET-279: Studio/project learning — finished “Nerdling” textile character	Duplicate reuse of archive/current-page imagery	Historical evidence	dated-or-historical			duplicate	Duplicate of 02-collect/assets/official-site-images/restricted-child-rights/ASSET-186--PhotoRoom_20240124_114530.jpg; represented once through the controlling record.	yes	yes
FILE-274	02-collect/assets/official-site-images/restricted-child-rights/ASSET-280--IMG_8757.jpg	image/jpeg	ASSET-280: Studio/project learning — children collaboratively making a cardboard world	Duplicate reuse of archive/current-page imagery	Historical evidence	dated-or-historical			duplicate	Duplicate of 02-collect/assets/official-site-images/restricted-child-rights/ASSET-187--IMG_8757.jpg; represented once through the controlling record.	yes	yes
FILE-275	02-collect/assets/official-site-images/restricted-child-rights/ASSET-281--FullSizeRender.jpg	image/jpeg	ASSET-281: Documentation and children’s thinking — child drawing of an inclusive community storefront	Duplicate reuse of archive/current-page imagery	Historical evidence	dated-or-historical			duplicate	Duplicate of 02-collect/assets/official-site-images/restricted-child-rights/ASSET-224--FullSizeRender.jpg; represented once through the controlling record.	yes	yes
FILE-276	02-collect/assets/official-site-images/restricted-child-rights/ASSET-282--IMG_5668.jpg	image/jpeg	ASSET-282: Studio/project learning — collage of classroom play and project moments	Duplicate reuse of archive/current-page imagery	Historical evidence	dated-or-historical			duplicate	Duplicate of 02-collect/assets/official-site-images/restricted-child-rights/ASSET-225--IMG_5668.jpg; represented once through the controlling record.	yes	yes
FILE-277	02-collect/assets/official-site-images/team-portraits-unverified/ASSET-001--savingPNG.jpg	image/jpeg	ASSET-001: People and trust — current staff portrait: Leigh Ann Yuen	Current team page; portrait files largely dated 2025	Verified current public information	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-278	02-collect/assets/official-site-images/team-portraits-unverified/ASSET-002--Photoroom_20250904_124726.jpg	image/jpeg	ASSET-002: People and trust — current staff portrait: Delia Gibson	Current team page; portrait files largely dated 2025	Verified current public information	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-279	02-collect/assets/official-site-images/team-portraits-unverified/ASSET-011--PhotoRoom_20210304_135239.jpg	image/jpeg	ASSET-011: People and trust — current staff portrait: Sandra Miller	Current team page; portrait files largely dated 2025	Verified current public information	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-280	02-collect/assets/official-site-images/team-portraits-unverified/ASSET-239--Photoroom_20250904_125629.jpg	image/jpeg	ASSET-239: People and trust — current staff portrait: Krista Brown	Current team page; portrait files largely dated 2025	Verified current public information	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-281	02-collect/assets/official-site-images/team-portraits-unverified/ASSET-240--Photoroom_20250903_164655.jpg	image/jpeg	ASSET-240: People and trust — current staff portrait: Dawn Warner	Current team page; portrait files largely dated 2025	Verified current public information	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-282	02-collect/assets/official-site-images/team-portraits-unverified/ASSET-248--Photoroom_20250903_113934.jpg	image/jpeg	ASSET-248: People and trust — current staff portrait: Buffy Carroll	Current team page; portrait files largely dated 2025	Verified current public information	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-283	02-collect/assets/official-site-images/team-portraits-unverified/ASSET-258--Trina-Welch.jpg	image/jpeg	ASSET-258: People and trust — current staff portrait: Trina Welch	Current team page; portrait files largely dated 2025	Verified current public information	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-284	02-collect/assets/official-site-images/team-portraits-unverified/ASSET-260--Photoroom_20250903_122734.jpg	image/jpeg	ASSET-260: People and trust — current staff portrait: Laura Noonan	Current team page; portrait files largely dated 2025	Verified current public information	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-285	02-collect/assets/official-site-images/team-portraits-unverified/ASSET-261--Photoroom_20250903_124749.jpg	image/jpeg	ASSET-261: People and trust — current staff portrait: Francielen Ferreira	Current team page; portrait files largely dated 2025	Verified current public information	dated-or-historical			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
FILE-286	02-collect/assets/official-site-images/third-party-marks-unverified/ASSET-026--couch.jpg	image/jpeg	ASSET-026: Partnership/support reference — Couch Family Foundation mark	Current donation page; relationship date unstated	Do not publish	excluded			exclude-obsolete	Stage 3/4 identifies this material as unsafe, unsupported, obsolete, empty, retired, or rights-limited.	yes	yes
FILE-287	02-collect/assets/official-site-images/third-party-marks-unverified/ASSET-027--mv.jpg	image/jpeg	ASSET-027: Partnership/support reference — Martha’s Vineyard Community Foundation mark	Current donation page; relationship date unstated	Do not publish	excluded			exclude-obsolete	Stage 3/4 identifies this material as unsafe, unsupported, obsolete, empty, retired, or rights-limited.	yes	yes
FILE-288	02-collect/assets/official-site-images/third-party-marks-unverified/ASSET-028--mvyouth.jpg	image/jpeg	ASSET-028: Partnership/support reference — MVYouth mark	Current donation page; relationship date unstated	Do not publish	excluded			exclude-obsolete	Stage 3/4 identifies this material as unsafe, unsupported, obsolete, empty, retired, or rights-limited.	yes	yes
FILE-289	02-collect/assets/official-site-images/third-party-marks-unverified/ASSET-030--featherstone.jpg	image/jpeg	ASSET-030: Partnership/support reference — Featherstone Center for the Arts mark	Current donation page; relationship date unstated	Do not publish	excluded			exclude-obsolete	Stage 3/4 identifies this material as unsafe, unsupported, obsolete, empty, retired, or rights-limited.	yes	yes
FILE-290	02-collect/assets/official-site-images/third-party-marks-unverified/ASSET-031--southmountain.jpg	image/jpeg	ASSET-031: Partnership/support reference — South Mountain Company mark	Current donation page; relationship date unstated	Do not publish	excluded			exclude-obsolete	Stage 3/4 identifies this material as unsafe, unsupported, obsolete, empty, retired, or rights-limited.	yes	yes
FILE-291	02-collect/assets/official-site-images/third-party-marks-unverified/ASSET-249--bank.jpg	image/jpeg	ASSET-249: Partnership/support reference — Martha’s Vineyard Bank mark	Current donation page; relationship date unstated	Do not publish	excluded			exclude-obsolete	Stage 3/4 identifies this material as unsafe, unsupported, obsolete, empty, retired, or rights-limited.	yes	yes
FILE-292	02-collect/assets/official-site-images/third-party-marks-unverified/ASSET-262--rotary.jpg	image/jpeg	ASSET-262: Partnership/support reference — Rotary Club of Martha’s Vineyard mark	Current donation page; relationship date unstated	Do not publish	excluded			exclude-obsolete	Stage 3/4 identifies this material as unsafe, unsupported, obsolete, empty, retired, or rights-limited.	yes	yes
FILE-293	02-collect/source-data/MANUAL-OBSERVATIONS.md	text/plain	Stage 2 manual observations and access limitations	Stage 2 review, 2026-08-27	Strong inference	dated-or-historical		Evidence and verification	consolidated	Source supports the reconciled site record, coverage ledger, verification, or a broader canonical responsibility without needing its own public page.	yes	yes
FILE-294	02-collect/source-data/README.md	text/plain	Source-data structure and method notes	Stage 2 working artifact, 2026-08-27	Strong inference	dated-or-historical		Evidence and verification	consolidated	Source supports the reconciled site record, coverage ledger, verification, or a broader canonical responsibility without needing its own public page.	yes	yes
FILE-295	02-collect/source-data/archived/root--20250408080624--34bff215.html	text/html	Archived first-party homepage record: root--20250408080624--34bff215.html	Wayback timestamp encoded in filename	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-296	02-collect/source-data/archived/root--20250408080624--34bff215.txt	text/plain	Archived first-party homepage record: root--20250408080624--34bff215.txt	Wayback timestamp encoded in filename	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-297	02-collect/source-data/archived/wix-home-20230804011047.html	text/html	Archived first-party homepage record: wix-home-20230804011047.html	Wayback timestamp encoded in filename	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-298	02-collect/source-data/external/html/charity-navigator-profile.html	text/html	Saved external corroboration HTML: charity-navigator-profile	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-299	02-collect/source-data/external/html/charity-navigator-profile.txt	text/plain	Extracted text from external corroboration source: charity-navigator-profile	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-300	02-collect/source-data/external/html/childcarecenter-oak-bluffs.html	text/html	Saved external corroboration HTML: childcarecenter-oak-bluffs	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-301	02-collect/source-data/external/html/childcarecenter-oak-bluffs.txt	text/plain	Extracted text from external corroboration source: childcarecenter-oak-bluffs	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-302	02-collect/source-data/external/html/childcarecenter-vineyard-haven.html	text/html	Saved external corroboration HTML: childcarecenter-vineyard-haven	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-303	02-collect/source-data/external/html/childcarecenter-vineyard-haven.txt	text/plain	Extracted text from external corroboration source: childcarecenter-vineyard-haven	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-304	02-collect/source-data/external/html/couch-foundation-2024-form-990pf-html.html	application/gzip	Saved external corroboration HTML: couch-foundation-2024-form-990pf-html	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-305	02-collect/source-data/external/html/couch-foundation-2024-form-990pf-html.txt	application/octet-stream	Extracted text from external corroboration source: couch-foundation-2024-form-990pf-html	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-306	02-collect/source-data/external/html/couch-foundation.html	text/html	Saved external corroboration HTML: couch-foundation	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-307	02-collect/source-data/external/html/couch-foundation.txt	text/plain	Extracted text from external corroboration source: couch-foundation	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-308	02-collect/source-data/external/html/featherstone-capital-campaign.html	text/html	Saved external corroboration HTML: featherstone-capital-campaign	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-309	02-collect/source-data/external/html/featherstone-capital-campaign.txt	text/plain	Extracted text from external corroboration source: featherstone-capital-campaign	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-310	02-collect/source-data/external/html/featherstone-news.html	text/html	Saved external corroboration HTML: featherstone-news	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-311	02-collect/source-data/external/html/featherstone-news.txt	text/plain	Extracted text from external corroboration source: featherstone-news	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-312	02-collect/source-data/external/html/featherstone-previous-shows.html	text/html	Saved external corroboration HTML: featherstone-previous-shows	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-313	02-collect/source-data/external/html/featherstone-previous-shows.txt	text/plain	Extracted text from external corroboration source: featherstone-previous-shows	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-314	02-collect/source-data/external/html/featherstone-visit.html	text/html	Saved external corroboration HTML: featherstone-visit	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-315	02-collect/source-data/external/html/featherstone-visit.txt	text/plain	Extracted text from external corroboration source: featherstone-visit	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-316	02-collect/source-data/external/html/garden-gate-2024-form-990-html.html	application/gzip	Saved external corroboration HTML: garden-gate-2024-form-990-html	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-317	02-collect/source-data/external/html/garden-gate-2024-form-990-html.txt	application/octet-stream	Extracted text from external corroboration source: garden-gate-2024-form-990-html	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical			duplicate	Duplicate of 02-collect/source-data/external/html/couch-foundation-2024-form-990pf-html.txt; represented once through the controlling record.	yes	yes
FILE-318	02-collect/source-data/external/html/garden-gate-2024-form-990-pdf-access-page.html	text/html	Saved external corroboration HTML: garden-gate-2024-form-990-pdf-access-page	External source date varies; preserve the source-era context	Do not publish	excluded			exclude-obsolete	Stage 3/4 identifies this material as unsafe, unsupported, obsolete, empty, retired, or rights-limited.	yes	yes
FILE-319	02-collect/source-data/external/html/goodwin-reggio-institute.html	text/html	Saved external corroboration HTML: goodwin-reggio-institute	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-320	02-collect/source-data/external/html/goodwin-reggio-institute.txt	text/plain	Extracted text from external corroboration source: goodwin-reggio-institute	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-321	02-collect/source-data/external/html/legacy-wix-home.html	text/html	Saved external corroboration HTML: legacy-wix-home	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-322	02-collect/source-data/external/html/legacy-wix-home.txt	text/plain	Extracted text from external corroboration source: legacy-wix-home	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-323	02-collect/source-data/external/html/mvbank-contributions-2021.html	text/html	Saved external corroboration HTML: mvbank-contributions-2021	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-324	02-collect/source-data/external/html/mvbank-contributions-2021.txt	text/plain	Extracted text from external corroboration source: mvbank-contributions-2021	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-325	02-collect/source-data/external/html/mvbank-contributions-2022.html	text/html	Saved external corroboration HTML: mvbank-contributions-2022	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-326	02-collect/source-data/external/html/mvbank-contributions-2022.txt	text/plain	Extracted text from external corroboration source: mvbank-contributions-2022	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
FILE-327	02-collect/source-data/external/html/mvbank-contributions-2023.html	text/html	Saved external corroboration HTML: mvbank-contributions-2023	External source date varies; preserve the source-era context	Historical evidence	dated-or-historical	/news	Dated evidence or internal provenance	archive-record	Historical source is preserved through dated context or the evidence ledger rather than treated as current.	yes	yes
